Total Trades,Total Return,Max Drawdown,Win Rate,Daily Volatility,Stock,Date
0,0.0,0.0,0.0,0.0,2887,2023-11-16
0,0.0,0.0,0.0,0.0,2845,2023-11-16
0,0.0,0.0,0.0,0.0,00662,2023-11-16
0,0.0,0.0,0.0,0.0,2520,2023-11-16
0,0.0,0.0,0.0,0.0,2897,2023-11-16
0,0.0,0.0,0.0,0.0,1326,2023-11-16
0,0.0,0.0,0.0,0.0,1904,2023-11-16
0,0.0,0.0,0.0,0.0,1802,2023-11-16
0,0.0,0.0,0.0,0.0,6005,2023-11-16
0,0.0,0.0,0.0,0.0,2337,2023-11-16
